company_id,company_name,ctry_code,worldrank,nace2,isic4,year,rd,ns,capex,op,emp,patCN,patEP,patJP,patKR,patUS,TMnEU,TMnUS
570,WARTSILA,FI,595,2815,28,2018,195.000001,5173.999816,110.000001,543.000002,19294,10,12,2,9,7,3,1
639,ESSILORLUXOTTICA,FR,610,2670,26,2016,195.000001,7114.999928,226.000004,1230.000053,63676,22,77,10,5,21,19,81
1252,ING GROEP,NL,435,6420,64-66,2016,195.000001,17489.999533,350.999995,5903.000012,54000,0,0,1,0,0,2,1
996,JSR,JP,596,2017,20,2018,194.900858,3914.455418,285.341870,340.660830,8748,92,47,158,61,72,3,5
199,NANJING IRON & STEEL,CN,597,2451,24-25,2018,194.803666,5495.733581,80.225553,816.266169,10572,3,1,0,3,0,0,0
655,SMITH & NEPHEW,GB,549,2660,26,2017,194.759719,4161.569756,328.384136,827.073818,16333,31,57,30,0,56,17,20
1657,ILLINOIS TOOL WORKS,US,575,2829,28,2016,194.759719,11876.849458,238.427820,2668.994479,50000,4,12,4,1,58,9,42
1972,SHUTTERFLY,US,598,7420,73-75,2018,194.654058,1713.379053,36.153695,104.865445,7094,0,0,0,0,2,0,7
51,MYOVANT SCIENCES,GB,599,7211,72,2018,194.416483,,1.079475,-231.288970,167,26,37,35,15,30,0,1
693,LONDON STOCK EXCHANGE,GB,600,6612,64-66,2018,194.035849,2118.871314,55.438813,832.690974,4405,0,1,0,0,0,9,6
1700,GENERAL MILLS,US,602,1089,10-12,2015,193.973698,14465.581626,636.942917,2440.610202,39000,,,,,,,
555,ACCIONA,ES,525,4120,41-43,2016,193.899992,5977.418739,728.939020,455.983012,32835,0,6,0,0,0,7,1
655,SMITH & NEPHEW,GB,549,2660,26,2015,193.886372,4047.159571,312.663615,561.571796,14686,,,,,,,
1378,CONOCOPHILLIPS,US,1410,1920,19,2015,193.886372,25725.752115,8777.287789,-6700.433325,15900,,,,,,,
475,SICK,DE,601,3320,31-33,2018,193.858999,1636.788016,78.830002,117.426003,8981,33,76,15,4,52,1,4
1700,GENERAL MILLS,US,602,1089,10-12,2018,193.799031,14729.424380,469.519407,2336.156089,40000,1,4,0,0,2,1,36
247,SHANXI TAIGANG STAINLESS STEEL,CN,464,2410,24-25,2015,193.701315,8585.156873,347.562251,-79.407248,18606,,,,,,,
1226,GEELY AUTOMOBILE,CN,210,5829,58-60,2015,193.407061,3840.888152,200.150535,347.555266,18700,,,,,,,
211,TEBIAN ELECTRIC APPARATUS STOCK,CN,603,2434,24-25,2018,193.286192,4927.906673,535.955362,465.158228,15657,,,,,,0,0
1272,DNB,NO,633,6420,64-66,2017,193.265252,5139.871035,329.344912,2699.281555,9561,,,,,,2,0
1536,AMPHENOL,US,604,2611,26,2018,192.925654,7163.315080,271.266239,1480.697887,73600,33,27,9,6,48,1,12
644,JOHNSON MATTHEY,GB,594,2059,20,2015,192.705324,11879.318394,211.776263,317.886181,12325,,,,,,,
604,IPSEN,FR,420,2120,21,2015,192.600011,1443.900052,49.999999,251.899997,4635,,,,,,,
916,SUNTORY,JP,586,6420,64-66,2017,192.544685,17001.764849,833.330618,1988.527831,37745,42,37,51,17,34,0,0
910,YAMAHA,JP,591,3220,31-33,2016,192.394960,3217.073623,104.617473,344.159635,20175,52,24,320,5,31,11,15
976,SANTEN PHARMACEUTICAL,JP,620,2120,21,2017,192.260995,1772.586838,31.394695,356.405450,8195,11,13,24,14,11,7,8
1058,MINEBEA,JP,583,2815,28,2017,192.127030,6945.705973,363.860105,548.863492,78351,101,41,168,14,112,2,2
1252,ING GROEP,NL,435,6420,64-66,2017,192.000007,17774.999142,264.000002,7267.999928,51504,1,1,0,1,0,2,0
1256,AHOLD,NL,605,4711,45-47,2018,192.000007,62790.997326,178.000002,2399.000106,372000,,,,,,1,54
1909,DOLBY LABORATORIES,US,567,2630,26,2016,191.796396,895.840582,88.001703,203.517804,2030,0,0,0,0,1,0,4
665,SQUARE ENIX,GB,764,5821,58-60,2017,191.607614,319.395214,0.502275,9.110814,216,3,7,22,0,26,37,27
1176,AAC TECHNOLOGIES HOLDINGS,CN,709,2611,26,2017,191.471583,2691.398375,497.040572,795.772066,52171,352,0,98,0,235,0,0
1874,GOPRO,US,824,2670,26,2017,191.417377,1030.340907,21.013964,-125.037492,1273,5,8,0,0,14,3,9
1700,GENERAL MILLS,US,602,1089,10-12,2017,191.353611,13747.067191,543.842558,2191.963838,40000,3,15,1,1,18,6,43
1808,EASTMAN CHEMICAL,US,570,2016,20,2016,191.266285,7867.245004,546.724594,1245.414140,14000,2,3,1,1,20,9,23
1013,SUMITOMO RUBBER INDUSTRIES,JP,576,2211,22-23,2016,191.149884,5962.911993,379.998761,590.352633,33792,21,12,281,0,13,1,0
132,JIANGLING MOTORS,CN,606,2910,29-30,2018,191.126208,3474.046942,176.547721,-42.042448,16540,,,,,,0,0
1339,WINBOND ELECTRONICS,TW,817,2612,26,2017,191.125844,1352.450578,437.964394,190.808772,,164,4,26,27,137,0,1
1405,HOLOGIC,US,607,2660,26,2018,191.004277,2810.391597,92.227026,-195.371074,6252,23,36,19,4,31,11,20
592,TECHNICOLOR,FR,785,2630,26,2016,190.999999,4889.999982,68.000001,261.999987,17017,69,204,4,4,131,7,5
623,ENGIE,FR,634,3522,35,2016,190.999999,64839.996397,5289.999768,2678.999910,239710,2,5,0,0,1,12,14
841,SHISEIDO,JP,521,2042,20,2017,190.937120,7920.084521,283.805217,75.374061,37438,51,37,67,48,37,11,72
761,PERRIGO,IE,608,2120,21,2018,190.916937,4132.486880,89.606940,208.034820,10600,0,0,0,0,0,22,35
90,SWATCH,CH,568,2652,26,2015,190.690393,7495.462894,533.933111,1286.938437,36313,,,,,,,
1700,GENERAL MILLS,US,602,1089,10-12,2016,190.567574,13641.740195,597.728940,2450.391883,38000,3,2,0,0,10,3,34
1657,ILLINOIS TOOL WORKS,US,575,2829,28,2015,190.392908,11707.417667,248.034805,2503.928961,48000,,,,,,,
796,LUPIN,IN,653,2120,21,2015,190.343839,1706.114504,728.511834,411.058514,16351,,,,,,,
418,KWS SAAT,DE,588,111,01-03,2017,190.327002,1075.244043,57.124998,128.360000,4937,2,8,2,0,0,1,0
1952,FINISAR,US,609,2630,26,2016,190.317805,1265.766099,122.363257,154.484631,14000,1,1,0,0,2,1,3
1952,FINISAR,US,609,2630,26,2018,190.285486,1118.322602,183.300333,-26.672476,13000,15,3,2,3,16,0,0
1976,MATTEL,US,647,3240,31-33,2015,190.232226,4980.445374,221.992013,472.420710,31000,,,,,,,
623,ENGIE,FR,634,3522,35,2015,190.000006,69882.996380,6459.000055,-2575.000050,154935,,,,,,,
639,ESSILORLUXOTTICA,FR,610,2670,26,2018,190.000006,10799.000040,709.999993,1358.999987,150616,111,93,37,39,97,23,64
1364,POU CHEN,TW,655,1520,13-15,2016,189.925515,7811.900694,385.622581,584.326452,358977,,,,,,0,0
1498,SERVICENOW,US,295,6201,62-63,2015,189.859289,878.148014,76.402583,-144.248843,3686,,,,,,,
1030,HOYA,JP,611,2670,26,2018,189.731451,4458.692856,210.180558,2127.093030,37412,108,27,119,43,85,2,9
66,BLACKBERRY,CA,612,2630,26,2018,189.519546,789.519225,14.847154,55.021806,3945,44,128,3,8,123,2,19
665,SQUARE ENIX,GB,764,5821,58-60,2016,189.452170,180.732735,0.208449,-48.168567,220,1,2,16,0,2,34,30
1441,VERINT SYSTEMS,US,613,6201,62-63,2018,189.018247,1074.014232,27.673348,101.951911,6100,1,2,0,0,9,0,3
1543,SEI INVESTMENTS,US,654,6420,64-66,2017,188.903839,1457.468257,22.292565,486.496690,3616,1,2,1,1,2,0,0
1165,SINA,CN,614,6190,61,2016,188.845326,900.380313,32.915268,63.996471,7308,,,,,,0,0
1165,SINA,CN,614,6190,61,2018,188.845326,1841.332647,40.568539,407.819898,9207,,,,,,0,0
916,SUNTORY,JP,586,6420,64-66,2016,188.746431,20894.171670,,1560.184057,38013,5,7,25,6,7,0,0
771,NICE,IL,615,6190,61,2018,188.694234,1261.588070,55.604338,172.590298,5504,1,0,0,0,2,0,5
1699,ECOLAB,US,616,2041,20,2018,188.646198,12810.648419,739.824958,1892.662840,49000,46,75,27,13,85,3,20
223,AVICHINA INDUSTRY & TECHNOLOGY,CN,507,4520,45-47,2016,188.554302,4694.152158,168.787374,347.759167,51119,,,,,,0,0
1296,ASSA ABLOY,SE,443,2512,24-25,2015,188.398568,6640.660111,151.537999,1082.999283,45994,,,,,,,
1574,CLOUDERA,US,749,5829,58-60,2017,188.379825,325.146539,11.313531,-326.787587,1648,0,1,0,0,1,2,0
750,JAZZ PHARMACEUTICALS,IE,617,2120,21,2018,188.310820,1651.459490,17.790382,574.439880,1360,5,6,5,5,4,1,11
855,PIONEER,JP,574,2640,26,2017,188.045087,3047.129605,277.453772,31.749307,16763,5,20,31,0,29,1,1
1904,SPLUNK,US,338,5829,58-60,2015,188.042701,583.785702,44.831417,-251.461024,2100,,,,,,,
1976,MATTEL,US,647,3240,31-33,2016,188.038335,4765.630700,228.989389,453.478366,32000,0,0,0,0,2,16,309
419,BEIERSDORF,DE,557,2042,20,2016,188.000005,6752.000190,161.999997,965.000014,17934,0,4,0,0,3,50,9
1403,NETSCOUT SYSTEMS,US,652,6201,62-63,2017,187.958867,861.822278,13.897809,1.086462,3019,0,14,0,0,24,0,10
172,CHINA GREATWALL,CN,1194,2620,26,2016,187.936224,9299.098514,168.611630,163.407894,36288,,,,,,0,0
1099,HANWHA,KR,381,2059,20,2015,187.923521,32389.063388,1213.652431,593.709527,,,,,,,,
768,ADIENT,IE,618,1392,13-15,2018,187.772821,15230.559744,,-853.274658,85000,20,23,4,1,21,0,3
1808,EASTMAN CHEMICAL,US,570,2016,20,2017,187.772821,8339.733817,566.811941,1341.484021,14000,56,62,28,16,72,6,10
1405,HOLOGIC,US,607,2660,26,2015,187.685480,2362.444066,78.078563,422.357843,5290,,,,,,,
424,SYMRISE,DE,581,2059,20,2016,187.636993,2903.186949,152.919994,403.612998,8944,23,31,16,10,22,8,15
1484,PORTOLA PHARMACEUTICALS,US,619,7211,72,2018,187.515179,35.048015,2.234933,-301.589345,324,,,,,,0,0
976,SANTEN PHARMACEUTICAL,JP,620,2120,21,2018,187.225553,1844.170503,43.104668,324.994995,4073,9,8,13,8,6,10,4
161,FIBERHOME TELECOMMUNICATIONS TECHNOLOGIES,CN,419,6190,61,2015,187.168363,1680.365647,80.518796,93.197392,10751,,,,,,,
241,ZHENGZHOU YUTONG BUS,CN,541,2910,29-30,2017,187.030324,3929.894883,93.041534,566.656992,17302,3,1,0,0,0,0,0
514,ADIDAS,DE,744,1520,13-15,2017,186.999998,21217.999980,677.999982,2066.999907,56888,31,37,26,1,40,22,40
1084,KDDI,JP,621,6190,61,2018,186.981255,40034.171194,3148.382064,7899.658754,41996,15,12,19,0,16,0,0
1922,DOCUSIGN,US,622,5829,58-60,2018,186.835707,612.199714,26.561558,-372.334325,3023,1,2,0,0,1,0,0
586,INGENICO,FR,624,2620,26,2016,186.566002,2311.941003,76.570002,356.510020,6853,4,3,0,0,1,1,4
345,CHINA NATIONAL CHEMICAL ENGINEERING,CN,453,7112,69-71,2016,186.008969,6676.583551,82.724320,298.626866,43929,,,,,,0,0
718,TECHNIPFMC,GB,696,610,05-09,2017,185.938770,13150.123879,223.318668,853.973383,37000,21,57,9,10,53,1,3
1217,NIO,CN,283,2910,29-30,2016,185.751458,,83.405241,-331.673655,,35,5,1,1,6,22,21
1599,COHERUS BIOSCIENCES,US,1116,2110,21,2015,185.746627,26.236668,5.383403,-191.324798,109,,,,,,,
582,BOLLORE,FR,1002,5229,49-53,2016,185.400000,10075.599886,493.000029,634.199998,58023,1,1,1,1,8,2,3
677,BAT,GB,493,1200,10-12,2017,185.165627,22499.287501,877.042068,7173.782215,55761,120,140,108,90,109,152,153
765,JOHNSON CONTROLS,IE,392,2825,28,2015,185.152734,32470.725477,991.265872,2130.129840,139000,,,,,,,
1882,SCIENTIFIC GAMES,US,460,6201,62-63,2015,185.065408,2409.431152,282.619934,-855.894759,8500,,,,,,,
26,PROXIMUS,BE,623,6190,61,2018,184.999997,5764.000118,684.000028,781.000010,13385,0,0,0,0,1,2,0
818,ENI,IT,589,610,05-09,2017,184.999997,66918.998957,8489.999920,9193.000384,32934,16,19,2,1,17,0,3
782,MELLANOX TECHNOLOGIES,IL,410,2611,26,2015,184.949255,574.794482,42.446267,65.594730,2119,,,,,,,
586,INGENICO,FR,624,2620,26,2018,184.559001,2643.399872,117.308002,278.424995,7840,0,20,0,0,20,2,5
172,CHINA GREATWALL,CN,1194,2620,26,2015,184.513585,9206.651710,144.310543,107.413965,38711,,,,,,,
99,CLARIANT,CH,625,2012,20,2018,184.481876,5874.150898,210.202896,484.264892,17901,55,70,35,27,43,0,33
7,VOESTALPINE,AT,626,2452,24-25,2018,184.300006,13560.700230,1045.699930,780.400005,50102,15,29,13,9,18,12,9
116,ENDRESS & HAUSER,CH,627,6420,64-66,2018,184.223012,2454.594010,155.274000,330.601993,13928,124,102,0,0,124,1,7
1013,SUMITOMO RUBBER INDUSTRIES,JP,576,2211,22-23,2015,184.175922,6687.629968,452.906301,604.355766,33185,,,,,,,
751,INGERSOLL-RAND,IE,584,2651,26,2017,184.104705,12399.644591,193.275002,1454.409794,46000,32,24,0,1,61,3,18
1870,FORTINET,US,552,2620,26,2017,183.942262,1305.615064,118.176358,96.195588,5066,0,0,0,0,1,0,0
1175,KINGSOFT,CN,526,5829,58-60,2017,183.934782,1108.661178,85.079198,138.867239,5228,7,0,0,0,1,0,0
1192,NEXTEER,US,512,4511,45-47,2015,183.875018,2934.943419,144.636608,281.419081,12000,,,,,,,
192,YONYOU SOFTWARE,CN,628,6201,62-63,2018,183.801472,934.533367,62.058782,150.718100,16079,,,,,,0,0
1603,SAGE THERAPEUTICS,US,499,7211,72,2017,183.647935,,1.187772,-238.563196,257,,,,,,0,0
1403,NETSCOUT SYSTEMS,US,652,6201,62-63,2015,183.628727,834.426610,21.644530,-21.983395,3144,,,,,,,
342,O-FILM TECH,CN,434,2611,26,2016,183.617565,3365.651704,352.266943,137.659328,27239,25,0,4,0,0,0,0
1857,EXTREME NETWORKS,US,629,2630,26,2018,183.521304,869.684271,19.851519,-5.407857,2713,1,4,1,0,5,0,6
1561,AVAYA HOLDINGS,US,630,2630,26,2018,183.406024,2489.955164,64.628795,5.240172,8100,11,3,6,1,13,4,7
1939,VARIAN MEDICAL SYSTEMS,US,571,2660,26,2017,183.406024,2287.597163,51.615691,284.890673,6600,12,19,1,0,30,2,4
501,WACKER CHEMIE,DE,699,2611,26,2016,183.400000,5404.200405,514.400017,378.600002,17205,48,48,39,42,45,0,4
1004,JAPAN DISPLAY,JP,916,2611,26,2015,183.230281,7794.418838,1468.497911,123.009842,15722,,,,,,,
1165,SINA,CN,614,6190,61,2015,183.206022,769.142818,39.708273,10.674230,7646,,,,,,,
419,BEIERSDORF,DE,557,2042,20,2015,182.999996,6686.000153,249.000004,883.999979,17659,,,,,,,
1822,SILICON LABORATORIES,US,580,2611,26,2017,182.969350,671.499234,10.700431,74.213058,1279,20,0,0,0,28,1,1
1495,ARISTA NETWORKS,US,337,2611,26,2015,182.923919,731.520122,17.457633,130.399931,1200,,,,,,,
1202,58.COM,CN,544,6209,62-63,2017,182.905584,1283.188350,15.455946,228.945602,21347,,,,,,0,0
1124,SK INNOVATION,KR,631,610,05-09,2018,182.843185,42670.741677,1166.913891,1657.634159,,40,9,11,63,38,1,3
41,TPV TECHNOLOGY,CN,757,2620,26,2015,182.772827,9660.716169,130.821762,77.386867,30490,,,,,,,
1364,POU CHEN,TW,655,1520,13-15,2017,182.762553,7918.084040,429.324660,560.875807,364988,,,,,,0,0
1119,KT,KR,632,6190,61,2018,182.725766,18364.431337,2353.930147,987.510430,23835,47,2,2,63,66,1,1
771,NICE,IL,615,6190,61,2017,182.538774,1163.450885,59.235779,131.066321,5208,0,2,0,0,0,0,0
69,OPEN TEXT,CA,429,5829,58-60,2015,182.495103,1593.211433,61.143197,321.888918,8900,,,,,,,
1216,XIAOMI,CN,219,2630,26,2015,182.359465,8514.579386,321.709726,-185.806392,,,,,,,,
1350,LITE-ON TECHNOLOGY,TW,640,2620,26,2017,182.324526,6097.430363,119.488752,276.950275,,69,5,7,1,79,0,0
1147,HYUNDAI HEAVY INDUSTRIES,KR,1741,1920,19,2015,182.209915,36257.117987,1037.469832,-1240.653102,,,,,,,,
1272,DNB,NO,633,6420,64-66,2018,182.109536,4952.032585,320.701743,2912.446391,9638,,,,,,0,0
623,ENGIE,FR,634,3522,35,2018,182.000003,62825.001776,6202.000193,3884.000005,249795,8,19,4,5,14,14,4
706,ATLASSIAN CORPORATION,GB,363,5829,58-60,2016,181.926545,547.322037,13.213093,-48.763293,2193,,,,,,0,10
241,ZHENGZHOU YUTONG BUS,CN,541,2910,29-30,2016,181.770884,4317.110870,56.684035,644.927204,17806,1,0,0,0,0,0,0
1577,PINTEREST,US,534,6209,62-63,2017,181.635711,412.970985,35.975529,-120.466313,,,,,,,0,0
1915,ITRON,US,635,2630,26,2018,181.576324,2075.210214,52.359799,24.009594,8000,0,13,0,0,7,0,0
751,INGERSOLL-RAND,IE,584,2651,26,2016,181.571959,11798.160151,159.563235,1373.885782,45000,0,0,0,0,25,2,10
308,ZHEJIANG DAHUA TECHNOLOGY,CN,441,8020,77-82,2016,181.487674,1644.063159,71.917464,187.472440,8666,,,,,,1,0
743,CNOOC,CN,427,910,05-09,2016,181.477808,18669.022247,6543.779280,1253.649825,19718,4,0,0,0,2,0,0
1711,JACK HENRY & ASSOCIATES,US,636,6201,62-63,2018,181.215626,1356.061315,46.810455,303.305511,6402,,,,,,0,5
805,GLENMARK PHARMACEUTICALS,IN,637,2120,21,2018,181.202064,1122.760819,130.723434,175.805020,13716,8,6,6,8,3,1,34
64,CANADIAN NATIONAL RAILWAY,CA,638,4910,49-53,2018,181.190131,9168.988094,2260.714769,3523.923922,25720,0,0,0,0,1,0,3
99,CLARIANT,CH,625,2012,20,2015,180.934148,5150.414538,331.712596,439.918309,17213,,,,,,,
110,VIFOR PHARMA,CH,639,2120,21,2018,180.845440,1405.432471,55.610642,201.777046,2671,1,1,1,0,1,1,0
34,ANHEUSER-BUSCH INBEV,BE,494,1105,10-12,2015,180.785937,38082.078099,4147.596192,11062.002741,152321,,,,,,,
677,BAT,GB,493,1200,10-12,2015,180.730523,14529.404230,535.538944,5063.781049,50599,,,,,,,
792,MAHINDRA & MAHINDRA,IN,641,2910,29-30,2015,180.530580,8627.424017,674.351119,321.194908,39276,,,,,,,
1350,LITE-ON TECHNOLOGY,TW,640,2620,26,2018,180.408344,5885.569379,160.458541,362.349208,,98,2,2,1,104,0,0
555,ACCIONA,ES,525,4120,41-43,2015,180.399991,6543.524098,171.184991,693.367969,32147,,,,,,,
114,TEMENOS,CH,498,5829,58-60,2015,180.343137,473.801512,5.403490,84.503881,4400,,,,,,,
211,TEBIAN ELECTRIC APPARATUS STOCK,CN,603,2434,24-25,2016,180.303876,4970.262293,611.617870,395.141047,16299,,,,,,0,0
792,MAHINDRA & MAHINDRA,IN,641,2910,29-30,2018,180.235264,11644.377373,543.238537,162.416953,42875,0,0,0,0,2,2,8
99,CLARIANT,CH,625,2012,20,2017,180.047209,5655.965768,219.959154,439.918309,18135,59,80,46,27,68,1,11
26,PROXIMUS,BE,623,6190,61,2017,180.000003,5739.000160,661.999977,809.999998,13391,0,1,0,0,0,2,0
413,DEUTSCHE BAHN,DE,403,4910,49-53,2016,180.000003,40557.000786,9115.000255,1371.999970,306368,,,,,,4,2
623,ENGIE,FR,634,3522,35,2017,180.000003,64649.000764,5778.000224,3767.000046,238216,11,29,6,7,19,9,8
988,NISSHINBO,JP,733,1310,13-15,2017,179.952127,4035.030492,232.993727,83.254257,23104,26,21,32,19,25,0,2
1009,SCREEN HOLDINGS,JP,642,2899,28,2018,179.865441,2870.234894,123.553575,226.973250,6099,180,28,299,163,138,3,2
795,DR REDDY'S LABORATORIES,IN,643,2120,21,2018,179.859853,1925.249933,87.032990,243.329487,21966,10,10,6,5,9,0,7
1269,VISMA,NO,644,5829,58-60,2018,179.845025,1144.648180,8.253622,143.020312,9536,,,,,,1,0
751,INGERSOLL-RAND,IE,584,2651,26,2015,179.825234,11616.325937,217.991153,1273.361850,45000,,,,,,,
1933,BIO-RAD LABORATORIES,US,673,2651,26,2016,179.793788,1806.262764,123.524820,59.054993,8250,0,1,0,0,0,0,6
182,HBIS,CN,354,2445,24-25,2016,179.792100,9029.369801,1349.140191,693.868496,40507,,,,,,0,0
418,KWS SAAT,DE,588,111,01-03,2016,179.679002,1036.774018,67.745001,107.801003,4843,0,0,0,0,0,0,1
547,LEO PHARMA,DK,327,2110,21,2015,179.645125,1132.929814,24.247402,93.104667,4813,,,,,,,
772,CHECK POINT SOFTWARE TECHNOLOGIES,IL,645,6201,62-63,2018,179.638329,1673.776540,14.977284,798.055495,5070,,,,,,0,0
353,ZHENGZHOU COAL MINING MACHINERY,CN,646,2892,28,2018,179.629904,3314.994276,107.551605,193.379659,8657,14,7,1,0,3,1,1
976,SANTEN PHARMACEUTICAL,JP,620,2120,21,2016,179.558119,1568.915322,32.663407,254.238723,3667,0,0,4,0,0,7,8
1976,MATTEL,US,647,3240,31-33,2018,179.360606,3939.606715,133.112597,-110.661080,27000,2,0,0,0,8,27,160
1539,INTERCEPT PHARMACEUTICALS,US,648,2120,21,2018,179.282884,157.033981,0.145851,-249.336124,330,4,4,4,4,4,2,2
518,KRONES,DE,649,2899,28,2018,179.032999,3853.979986,121.546997,211.777995,16545,96,171,9,1,70,6,0
1887,MODERNA,US,447,2120,21,2017,178.719565,179.759736,51.005216,-235.245301,700,8,24,13,6,16,0,0
586,INGENICO,FR,624,2620,26,2017,178.591989,2505.423035,87.783999,371.080998,8003,0,22,2,0,21,0,2
1430,STANLEY BLACK & DECKER,US,506,2824,28,2016,178.515198,10125.322267,303.056615,1284.453436,54023,5,15,3,0,24,13,25
792,MAHINDRA & MAHINDRA,IN,641,2910,29-30,2017,178.470815,10313.499719,592.173485,435.988361,20867,4,4,0,0,3,0,17
367,PERFECT WORLD,CN,650,5911,58-60,2018,178.442424,1014.098525,17.930746,204.541953,4300,,,,,,0,1
1755,TABLEAU SOFTWARE,US,389,5829,58-60,2015,178.280257,570.818025,39.414826,-45.441026,3008,,,,,,,
1958,NEKTAR THERAPEUTICS,US,373,2120,21,2016,177.992057,144.485515,5.582529,-98.563272,468,0,0,0,0,0,0,2
250,WANHUA CHEMICAL GROUP,CN,651,2059,20,2018,177.991547,7559.358608,1309.980638,2134.766895,11080,0,6,3,1,5,0,1
1403,NETSCOUT SYSTEMS,US,652,6201,62-63,2018,177.923052,794.687832,20.429683,-37.806094,2585,4,18,0,0,1,2,4
796,LUPIN,IN,653,2120,21,2018,177.873910,2048.418624,123.304038,230.047415,,4,6,5,3,3,3,3
916,SUNTORY,JP,586,6420,64-66,2015,177.682639,21172.232926,,1458.576764,42081,,,,,,,
1463,ACORDA THERAPEUTICS,US,1152,2120,21,2016,177.674156,453.799788,5.407857,-31.425308,597,0,0,0,0,0,6,23
1952,FINISAR,US,609,2630,26,2015,177.632217,1103.201183,103.777238,35.827932,13400,,,,,,,
1543,SEI INVESTMENTS,US,654,6420,64-66,2018,177.558875,1568.894368,25.410467,536.424166,3820,,,,,,0,6
1812,ULTIMATE SOFTWARE,US,527,5829,58-60,2017,177.452312,821.597001,67.767658,38.904782,4208,,,,,,0,0
1453,ALTRIA,US,533,1200,10-12,2016,177.292473,22483.831272,165.065416,7739.733905,8300,3,7,3,3,47,0,52
1618,VIASAT,US,777,2630,26,2016,177.071517,1361.865667,449.512416,31.841904,4300,0,1,0,0,2,1,4
1412,ANSYS,US,572,5829,58-60,2017,177.070644,956.549717,16.724009,341.246981,2900,,,,,,0,0
1364,POU CHEN,TW,655,1520,13-15,2018,177.059992,8335.377090,408.918509,452.762761,352256,,,,,,0,0
175,TSINGHUA TONGFANG,CN,660,2620,26,2017,176.984890,3278.485499,119.840995,120.028839,13536,77,81,16,3,74,1,0
740,CSPC PHARMACEUTICAL,CN,656,2120,21,2018,176.938411,2344.372915,217.110835,478.716771,14471,5,4,4,4,3,1,1
167,SHANGHAI FOSUN PHARMACEUTICAL,CN,657,2120,21,2018,176.551403,3149.592783,404.617924,281.816436,28245,24,4,5,1,20,0,1
99,CLARIANT,CH,625,2012,20,2016,176.499481,5185.891408,263.418828,454.109220,17442,7,21,4,1,1,1,16
275,HANDSUN TECHNOLOGIES,CN,658,6201,62-63,2018,176.441608,409.378787,18.688137,63.670544,7122,,,,,,0,0
1438,ESTEE LAUDER,US,659,2042,20,2018,176.419126,12980.779633,649.781316,2213.972621,48000,7,7,6,6,7,6,83
1972,SHUTTERFLY,US,598,7420,73-75,2017,176.412141,1039.477182,32.091688,74.978125,1934,,,,,,0,2
175,TSINGHUA TONGFANG,CN,660,2620,26,2018,176.409521,3107.230412,183.505297,-215.234351,12796,42,62,23,5,55,1,7
1284,HUSQVARNA,SE,661,2830,28,2018,176.404268,4006.395116,150.367807,224.089003,14076,46,63,3,1,44,5,1
1112,SK TELECOM,KR,578,6190,61,2016,176.336631,13379.351236,2446.886618,1202.169457,,10,11,4,41,15,1,10
1484,PORTOLA PHARMACEUTICALS,US,619,7211,72,2017,176.332658,19.690819,1.079475,-238.147477,252,,,,,,0,0
1850,PLANTRONICS,US,662,2630,26,2018,176.319561,1462.475164,23.403480,-49.280323,7490,2,8,0,0,9,1,12
1159,SINO BIOPHARMACEUTICAL,CN,491,2120,21,2016,176.237183,1725.999289,91.022339,366.204418,18163,11,0,0,0,0,0,0
1214,SOGOU,CN,663,6209,62-63,2018,176.191184,981.796882,66.175511,39.024435,2789,,,,,,0,0
1119,KT,KR,632,6190,61,2015,176.071248,17441.580072,2751.599066,1012.107357,,,,,,,,
1557,DROPBOX,US,220,5829,58-60,2015,176.069778,527.335971,68.733592,-267.423427,,,,,,,,
1201,THERAVANCE BIOPHARMA,US,664,2120,21,2018,175.849680,52.724859,6.323140,-208.516052,363,11,11,9,9,15,1,0
206,XINYU IRON & STEEL,CN,665,2434,24-25,2018,175.843568,6526.941434,190.313644,866.933551,18412,,,,,,0,0
1909,DOLBY LABORATORIES,US,567,2630,26,2015,175.828740,847.718329,137.599927,186.155361,1867,,,,,,,
1699,ECOLAB,US,616,2041,20,2017,175.545763,12083.749287,758.602226,1613.012282,48400,50,80,34,8,96,4,51
690,MICRO FOCUS INTERNATIONAL,GB,249,6201,62-63,2016,175.524794,1205.852604,10.241915,254.874089,4826,0,0,0,0,16,0,4
1491,LOGMEIN,US,666,5829,58-60,2018,175.378955,1051.520929,27.043654,75.129217,3515,,,,,,3,3
501,WACKER CHEMIE,DE,699,2611,26,2015,175.299996,5296.200048,820.700021,539.200031,16972,,,,,,,
1602,COMMSCOPE,US,714,6190,61,2016,175.296853,4300.103523,59.662849,587.610179,25000,,,,,,0,0
28,UMICORE,BE,590,729,05-09,2017,175.199995,11947.263964,351.055991,376.456999,9845,48,67,40,35,51,0,4
988,NISSHINBO,JP,733,1310,13-15,2016,175.145222,4155.022092,230.243531,6.304155,23256,0,0,15,0,0,2,2
1854,INTUITIVE SURGICAL,US,352,3250,31-33,2015,175.109089,2082.444262,70.742324,657.816301,3211,,,,,,,
1484,PORTOLA PHARMACEUTICALS,US,619,7211,72,2015,175.000780,10.541479,4.144976,-198.406007,137,,,,,,,
592,TECHNICOLOR,FR,785,2630,26,2017,174.999994,4253.000021,50.999999,35.000001,16307,358,597,114,103,551,6,9
1972,SHUTTERFLY,US,598,7420,73-75,2016,174.683752,990.588102,49.138838,42.890810,2084,0,0,0,0,2,1,9
